BusinessName,Address,ZIP,DESCRIPT,Latitude,Longitude,Neighborhood_Geopy
RIVER STREET GRILL,73 River,2126,Eating & Drinking w/ Take Out,42.2716,-71.0736,Mattapan
RIVERSIDE CAFE-LEV1,32 Fruit,2114,Eating & Drinking,42.3622,-71.069,West End
RIZZO'S PIZZA,347 Centre,2130,Eating & Drinking w/ Take Out,42.3227,-71.1064,Jamaica Plain
Rocco's Cucina & Bar,450 Commercial,2109,Eating & Drinking,42.3673,-71.0533,North End
RoChambeau,880 Boylston,2199,Eating & Drinking,42.3475,-71.0841,Back Bay
ROCHE BROS. SUPERMARKET,1800 Centre,2132,Eating & Drinking,42.2872,-71.1525,Roxbury
Rock Bottom Brewery,115 Stuart,2116,Eating & Drinking,42.3514,-71.0655,No Details
Rock City Pizza,568 Cambridge,2134,Eating & Drinking w/ Take Out,42.3523,-71.1404,Allston
Rod Thai Family Taste,94 Peterborough,2115,Eating & Drinking,42.343,-71.0992,Fenway/Kenmore
Rome Pizza,416 Tremont,2116,Eating & Drinking w/ Take Out,42.3468,-71.0686,South End
Rompe Dieta Restaurant,14 Hancock,2125,Eating & Drinking,42.3152,-71.0658,Dorchester
Rondo's Sub Shop,134 Broadway,2127,Eating & Drinking w/ Take Out,42.3411,-71.054,South Boston
Rooftop @ Revere Hotel,200 Stuart,2116,Eating & Drinking,42.3505,-71.0676,No Details
ROSLINDALE HOUSE OF PIZZA,4168 Washington,2131,Eating & Drinking w/ Take Out,42.2878,-71.1264,Roslindale
Round Two,10 Walk Hill,2130,Eating & Drinking w/ Take Out,42.2959,-71.1157,Roslindale
Rox Diner,1881 Centre,2132,Eating & Drinking w/ Take Out,42.286,-71.1557,Roxbury
Royal Fried Chicken,2360 Washington,2119,Eating & Drinking w/ Take Out,42.3294,-71.0844,Roxbury
ROYAL ROAST BEEF & SEAFOOD,752 Bennington,2128,Eating & Drinking w/ Take Out,42.3856,-71.0108,East Boston
Royal Tea,162 Harvard,2134,Eating & Drinking w/ Take Out,42.3516,-71.1314,Allston
Royal Tea,23 Tyler,2111,Eating & Drinking w/ Take Out,42.3508,-71.0609,No Details
Royale,279 Tremont,2116,Eating & Drinking,42.3499,-71.0655,No Details
Roza Lyons,709 Broadway,2127,Eating & Drinking,42.3354,-71.037,South Boston
RUCKUS NOODLES,5 Tyler,2111,Eating & Drinking,42.3511,-71.061,No Details
Ruggles Pizza and Cafe,249 Ruggles,2115,Eating & Drinking w/ Take Out,42.3374,-71.088,Fenway/Kenmore
Ruth Mulan Chu Chao Center,49 Harvard,2163,Eating & Drinking,42.3666,-71.12,Allston
Ruth's Chris Steak House,45 School,2108,Eating & Drinking,42.3581,-71.0593,Downtown Boston
S & I TO GO,168 Brighton,2134,Eating & Drinking w/ Take Out,42.3529,-71.1329,Allston
Sabroso Taqueria,2 Oliver,2109,Eating & Drinking w/ Take Out,42.3573,-71.0546,Downtown Boston
Safari African Restaurant,1336 Blue Hill,2126,Eating & Drinking,42.2781,-71.0931,Mattapan
Saigon Chicken House,223 Adams,2122,Eating & Drinking,42.3015,-71.06,Dorchester
Saigon Hut,305 Meridian,2128,Eating & Drinking,42.3773,-71.039,East Boston
Saigon One Restaurant,1331 Dorchester,2122,Eating & Drinking,42.3052,-71.0592,Dorchester
Saigon Seafood Restaurant,270 Adams,2122,Eating & Drinking,42.3,-71.0585,Dorchester
Sakura Japan,350 Longwood,2115,Eating & Drinking w/ Take Out,42.3391,-71.1081,Fenway/Kenmore
Saloniki,132 Brookline,2215,Eating & Drinking,42.3452,-71.1004,Fenway/Kenmore
Saloniki Greek,1 Beacon,2108,Eating & Drinking w/ Take Out,42.3584,-71.0608,Beacon Hill
Saloniki Greek,316 Newbury,2115,Eating & Drinking,42.3486,-71.0854,Back Bay
SAL'S PIZZA,51 Brookline,2215,Eating & Drinking w/ Take Out,42.3473,-71.0987,Fenway/Kenmore
Sal's Pizza/Bakery,150 Tremont,2111,Eating & Drinking w/ Take Out,42.3548,-71.0631,Beacon Hill
SALSAS MEXICAN GRILL,417 Washington,2108,Eating & Drinking w/ Take Out,42.3558,-71.0604,Downtown Boston
Saltie Girl,277 Dartmouth,2116,Eating & Drinking,42.3511,-71.0776,Back Bay
Salty Pig,130 Dartmouth,2116,Eating & Drinking,42.3468,-71.0761,South End
Sam Adams Deck/RF ROOF,4 Jersey,2215,Eating & Drinking,42.3467,-71.0987,Fenway/Kenmore
Sam Adams Tap Room,60 State,2109,Eating & Drinking,42.3593,-71.0564,Downtown Boston
Sam LaGrassa's,44 Province,2108,Eating & Drinking w/ Take Out,42.3569,-71.0599,Downtown Boston
Sammy Carlo's Delicatessan,567 Bennington,2128,Eating & Drinking,42.3825,-71.0181,East Boston
Sammy's Pizza and Fried Chicken,1443 Commonwealth,2135,Eating & Drinking,42.3488,-71.1404,Brighton
Samuel Adams Boston Brewery,30 Germania,2130,Eating & Drinking,42.3142,-71.1035,Roxbury
Santarpios Restaurant,1 Harborside,2128,Eating & Drinking,42.3634,-71.0257,East Boston
Santouka,66 Hereford,2115,Eating & Drinking,42.3485,-71.0853,Back Bay
Sarku Japan,417 Washington,2108,Eating & Drinking w/ Take Out,42.3558,-71.0604,Downtown Boston
Saus Boston,31 Union,2108,Eating & Drinking,42.3612,-71.0568,No Details
Savenors RF,4 Jersey,2215,Eating & Drinking w/ Take Out,42.3467,-71.0987,Fenway/Kenmore
Savin Bar And Kitchen,112 Savin Hill,2125,Eating & Drinking,42.3117,-71.0535,Dorchester
Savin Hill Yacht Club,400 William T Morrissey,2125,Eating & Drinking,42.3093,-71.0444,Dorchester
Savvor Restaurant & Lounge,174 Lincoln,2111,Eating & Drinking,42.3506,-71.0584,Downtown Boston
Say Coffee Co,401 Park,2215,Eating & Drinking w/ Take Out,42.3445,-71.1028,Fenway/Kenmore
SBARRO RESTAURANT,100 Terminal,2128,Eating & Drinking w/ Take Out,42.3645,-71.0218,East Boston
Scali Deli Cafe,147 Pearl,2110,Eating & Drinking w/ Take Out,42.3546,-71.0537,Downtown Boston
Scampo,215 Charles,2114,Eating & Drinking,42.362,-71.0702,West End
Scholars Restaurant,23 School,2108,Eating & Drinking,42.3577,-71.059,Downtown Boston
Schraffts Center Cafe,529 Main,2129,Eating & Drinking,42.3845,-71.0719,Charlestown
SCOLA'S CAFE,88 Black Falcon,2210,Eating & Drinking,42.3439,-71.0225,South Boston
Scopa,319 Hanover,2113,Eating & Drinking,42.364,-71.054,North End
Seabiscuit,256 Marginal,2128,Eating & Drinking,42.3642,-71.0325,East Boston
Seaport Hotel,1 Seaport,2210,Eating & Drinking,42.3493,-71.0417,South Boston
Sebastians Cafe,1 Harborside,2128,Eating & Drinking,42.3634,-71.0257,East Boston
SEC Cafe / Kitchen,140 Western,2134,Eating & Drinking,42.3544,-71.1519,Brighton
Select Oyster Bar,50 Gloucester,2115,Eating & Drinking,42.3486,-71.0841,Back Bay
Seoul,156 Cambridge,2114,Eating & Drinking,42.361,-71.0647,Beacon Hill
Seoul Soulongtang,1243 Commonwealth,2134,Eating & Drinking,42.3503,-71.1319,Allston
Seoul Tteokbokki,166 Harvard,2134,Eating & Drinking,42.3515,-71.1314,Allston
Serafina,237 Newbury,2116,Eating & Drinking,42.3499,-71.082,Back Bay
Seven's Ale House,77 Charles,2114,Eating & Drinking,42.3583,-71.0704,Beacon Hill
Shabu Maru,10 Huntington,2116,Eating & Drinking,42.3485,-71.0773,Back Bay
Shabu-Zen,14 Tyler,2111,Eating & Drinking,42.3509,-71.0605,No Details
Shabu-Zen,78 Brighton,2134,Eating & Drinking,42.3524,-71.1289,Allston
Shake Shack,332 Washington,2108,Eating & Drinking,42.3567,-71.0587,Downtown Boston
Shaking Crab,140 Boylston,2116,Eating & Drinking,42.3523,-71.0662,Beacon Hill
Shaking Seafood,1616 Dorchester,2122,Eating & Drinking w/ Take Out,42.2954,-71.0614,Dorchester
Shamrock Pub,501 Eighth,2127,Eating & Drinking,42.3313,-71.0413,South Boston
Shanti Boston,4197 Washington,2131,Eating & Drinking,42.2872,-71.1276,Roslindale
Shanti Express,49 Warren,2119,Eating & Drinking w/ Take Out,42.3291,-71.0836,Roxbury
Shawarma Falafel,26 Province,2108,Eating & Drinking w/ Take Out,42.3572,-71.0597,Downtown Boston
SHEA'S TAVERN,222 Broadway,2127,Eating & Drinking,42.3398,-71.0527,South Boston
SHERATON BOSTON (R.S./CAFE),39 Dalton,2116,Eating & Drinking,42.3466,-71.0838,Fenway/Kenmore
SHERATON BOSTON (SIDE BAR),39 Dalton,2116,Eating & Drinking,42.3466,-71.0838,Fenway/Kenmore
Shin Hakata Ramen,173 Massachusetts,2115,Eating & Drinking,42.3459,-71.0874,Fenway/Kenmore
Shojo,11 Tyler,2111,Eating & Drinking,42.3511,-71.0608,No Details
Shore Leave,345 Harrison,2118,Eating & Drinking,42.3452,-71.0645,South End
Showa Womens Institution,414 Pond,2130,Eating & Drinking,42.3076,-71.1313,Jamaica Plain
SHRINERS' HOSP. FOR CHILDREN,51 Blossom,2114,Eating & Drinking,42.3631,-71.0665,West End
Shun's Kitchen,520 Columbus,2118,Eating & Drinking w/ Take Out,42.3419,-71.0798,South End
Siam Bistro,151 Pearl,2110,Eating & Drinking w/ Take Out,42.3545,-71.0536,Downtown Boston
Side Chick,692 Columbia,2125,Eating & Drinking w/ Take Out,42.3202,-71.0625,Dorchester
SIDEWALK CAFE,764 Fourth,2127,Eating & Drinking w/ Take Out,42.335,-71.0335,South Boston
Silver Slipper,2387 Washington,2119,Eating & Drinking,42.3291,-71.0851,Roxbury
SILVERTONE BAR & GRILL,69 Bromfield,2108,Eating & Drinking,42.3571,-71.0609,Downtown Boston
Silvio O. Conte Forum East Roof 2A,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Silvio O. Conte Forum East Roof 2B,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Silvio O. Conte Forum East Roof 2C,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Silvio O. Conte Forum East Roof 2D,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Silvio O. Conte Forum East Roof 3A,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Silvio O. Conte Forum East Roof 3B,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
Silvio O. Conte Forum Yawkey 4th Fl.,2597 Beacon,2135,Eating & Drinking w/ Take Out,42.3362,-71.1664,Chestnut Hill
SIMCO'S INC.,679 Canterbury,2131,Eating & Drinking w/ Take Out,42.2854,-71.11,Roslindale
SIMCO'S RESTAURANT,1509 Blue Hill,2126,Eating & Drinking w/ Take Out,42.2724,-71.0939,Mattapan
SIMMONS COLLEGE-THE FENS,300 Fenway,2115,Eating & Drinking,42.3393,-71.1,Fenway/Kenmore
Simons IMAX Theater,250 Atlantic,2110,Eating & Drinking w/ Take Out,42.3569,-71.0504,North End
Singhs Roti,554 Columbia,2125,Eating & Drinking w/ Take Out,42.3163,-71.0663,Dorchester
SIP,0 Post Office,2109,Eating & Drinking w/ Take Out,42.3568,-71.055,Downtown Boston
Sip Wine Bar & Kitchen,1 Avery,2111,Eating & Drinking,42.3535,-71.0629,Downtown Boston
Slade's Bar & Grill,950 Tremont,2120,Eating & Drinking,42.3373,-71.0836,South End
Smoke Shop BBQ,343 Congress,2210,Eating & Drinking,42.3506,-71.0494,South Boston
Society On High,99 High,2110,Eating & Drinking,42.3542,-71.0548,Downtown Boston
Sodexo @ Bloomberg Boston Pantry,100 Summer,2110,Eating & Drinking w/ Take Out,42.3536,-71.0574,Downtown Boston
Sodexo @ BU Fenway/Res. Dining,200 Riverway,2215,Eating & Drinking,42.3417,-71.1064,Fenway/Kenmore
Sodexo @ East End Cafe,364 Brookline,2215,Eating & Drinking,42.339,-71.1064,Fenway/Kenmore
Sodexo @ National Resilience,500 Soldiers Field,2134,Eating & Drinking,42.3628,-71.1185,Allston
SoJu Ba,1265 Boylston,2215,Eating & Drinking,42.3453,-71.0964,Fenway/Kenmore
Sol Azteca,914 Beacon,2215,Eating & Drinking,42.3467,-71.1063,Fenway/Kenmore
Somerset Club,42 Beacon,2108,Eating & Drinking,42.357,-71.0667,Beacon Hill
Somtum Modern Thai Cuisine,1894 Centre,2132,Eating & Drinking w/ Take Out,42.2854,-71.1558,Roxbury
SONSIE,327 Newbury,2115,Eating & Drinking,42.3488,-71.0863,Back Bay
Sorelle,100 Northern,2210,Eating & Drinking,42.3529,-71.0431,South Boston
SORELLINA RESTAURANT,1 Huntington,2116,Eating & Drinking,42.3488,-71.078,Back Bay
Source Fenway,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
SOUTH BOSTON YACHT CLUB,1849 Columbia,2127,Eating & Drinking,42.3321,-71.027,South Boston
South End Buttery(314 Shawmut Ave.),314 Shawmut,2118,Eating & Drinking,42.3421,-71.0703,South End
South End Pita,471 Albany,2118,Eating & Drinking,42.3397,-71.065,South End
South St. Diner,178 Kneeland,2111,Eating & Drinking,42.3499,-71.0578,Downtown Boston
SOUTHERN BAPTIST CHURCH,29 Winthrop,2119,Eating & Drinking,42.3261,-71.0816,Roxbury
Spagnoulos,240 Hanover,2113,Eating & Drinking,42.3634,-71.0552,North End
Spangler Student Center Coffee Bar,117 Western,2135,Eating & Drinking,42.3652,-71.1222,Allston
Spicy World,7 Beach,2111,Eating & Drinking,42.3514,-71.0624,No Details
SPIKE'S JUNKYARD DOGS,108 Brighton,2134,Eating & Drinking w/ Take Out,42.3526,-71.1304,Allston
SPiN,273 Summer,2210,Eating & Drinking,42.3499,-71.0503,South Boston
Sportello,348 Congress,2210,Eating & Drinking,42.3507,-71.0485,South Boston
SPORTS CONNECTION BAR & GRILL,560 Dorchester,2127,Eating & Drinking,42.3305,-71.0567,South Boston
Spring House,44 Allandale,2130,Eating & Drinking,42.3001,-71.1306,Roxbury
Spring Shabu-Shabu,304 Western,2134,Eating & Drinking,42.3627,-71.1359,Brighton
SPUKIES PIZZA RESTAURANT,1159 Washington,2126,Eating & Drinking w/ Take Out,42.2722,-71.0689,Dorchester
Squeeze Juice Company,15 Channel Center,2127,Eating & Drinking w/ Take Out,42.3457,-71.0511,South Boston
Squeeze Juice Company,53 State,2109,Eating & Drinking w/ Take Out,42.3588,-71.0562,Downtown Boston
SRV,434 Massachusetts,2118,Eating & Drinking,42.3409,-71.0818,South End
St Botolph Club Inc,199 Commonwealth,2116,Eating & Drinking,42.3516,-71.0809,Back Bay
St. Elizabeth's Medical Center,736 Cambridge,2135,Eating & Drinking,42.3496,-71.148,Brighton
St. George Orthodox Church,55 Emmonsdale,2132,Eating & Drinking,42.2772,-71.1516,Roxbury
St. John's Seminary,127 Lake,2135,Eating & Drinking,42.3443,-71.163,Brighton
St. Mary's Ctr. for Women & Children,90 Cushing,2125,Eating & Drinking,42.3138,-71.0632,Dorchester
Stage Karaoke X Studios,138 Brighton,2134,Eating & Drinking,42.3528,-71.1318,Allston
Stalex Pizza,140 Norfolk,2124,Eating & Drinking w/ Take Out,42.2878,-71.0778,Dorchester
Star Market #4572,370 Western,2135,Eating & Drinking,42.3611,-71.1378,Brighton
Star Markets #2576,33 Kilmarnock,2215,Eating & Drinking,42.3437,-71.1002,Fenway/Kenmore
Starbucks,1341 Boylston,2215,Eating & Drinking,42.3444,-71.0996,Fenway/Kenmore
Starbucks Coffee,110 Huntington,2116,Eating & Drinking w/ Take Out,42.3471,-71.0784,Back Bay
Starbucks Coffee,140 Brookline,2135,Eating & Drinking w/ Take Out,42.3449,-71.1007,Fenway/Kenmore
Starbucks Coffee,1660 Soldiers Field,2135,Eating & Drinking w/ Take Out,42.3587,-71.1537,Brighton
Starbucks Coffee,1948 Beacon,2135,Eating & Drinking w/ Take Out,42.3363,-71.1502,Brighton
Starbucks Coffee,219 Western,2134,Eating & Drinking,42.364,-71.1304,Allston
Starbucks Coffee,300 Faneuil Hall Marketplace,2109,Eating & Drinking,42.36,-71.0563,No Details
Starbucks Coffee,440 William F McClellan,2128,Eating & Drinking w/ Take Out,42.3935,-71.013,East Boston
Starbucks Coffee,50 Park,2116,Eating & Drinking,42.3513,-71.0692,Back Bay
Starbucks Coffee # 10599,125 Summer,2111,Eating & Drinking w/ Take Out,42.353,-71.0576,Downtown Boston
Starbucks Coffee # 7531,12 Winter,2108,Eating & Drinking w/ Take Out,42.3556,-71.0611,Downtown Boston
Starbucks Coffee # 7544,755 Boylston,2116,Eating & Drinking w/ Take Out,42.3494,-71.0811,Back Bay
Starbucks Coffee # 7564,60 Boylston,2116,Eating & Drinking w/ Take Out,42.352,-71.0644,Downtown Boston
Starbucks Coffee # 7805,90 Oliver,2110,Eating & Drinking w/ Take Out,42.3563,-71.0518,Downtown Boston
STARBUCKS COFFEE # 7823,470 Washington,2135,Eating & Drinking w/ Take Out,42.3487,-71.1595,Brighton
Starbucks Coffee # 830,443 Boylston,2116,Eating & Drinking w/ Take Out,42.3516,-71.073,Back Bay
Starbucks Coffee # 869,101 Federal,2110,Eating & Drinking w/ Take Out,42.3549,-71.0566,Downtown Boston
Starbucks Coffee # 883,63 Court,2203,Eating & Drinking w/ Take Out,42.3594,-71.0592,Downtown Boston
Starbucks Coffee #22566,48 Northern,2210,Eating & Drinking w/ Take Out,42.3536,-71.0461,South Boston
Starbucks Coffee #9463,84 State,2109,Eating & Drinking w/ Take Out,42.3591,-71.0557,No Details
Starbucks Coffee @Westin Copley,10 Huntington,2116,Eating & Drinking w/ Take Out,42.3485,-71.0773,Back Bay
STARBUCKS COFFEE CO.,222 Cambridge,2114,Eating & Drinking w/ Take Out,42.361,-71.0665,Beacon Hill
Starbucks Coffee Co. #7808,1804 Centre,2132,Eating & Drinking w/ Take Out,42.2872,-71.1526,Roxbury
Starbucks Coffee Co. #872,350 Newbury,2115,Eating & Drinking w/ Take Out,42.3481,-71.0871,Back Bay
Starbucks Coffee Co. #875,228 Washington,2109,Eating & Drinking w/ Take Out,42.3581,-71.0577,Downtown Boston
Starbucks Coffee Company,11 Broadway,2127,Eating & Drinking w/ Take Out,42.3425,-71.0569,South Boston
STARBUCKS COFFEE INC.,627 Tremont,2118,Eating & Drinking w/ Take Out,42.3426,-71.0746,South End
Starbucks@Boston Childrens(Sodexo),300 Longwood,2115,Eating & Drinking w/ Take Out,42.3369,-71.1054,Fenway/Kenmore
STASH'S PIZZA,612 Blue Hill,2121,Eating & Drinking w/ Take Out,42.3032,-71.0849,Roxbury
STASH'S ROSLINDALE,330 Belgrade,2131,Eating & Drinking w/ Take Out,42.2859,-71.1451,Roslindale
State Street Financial Cafeteria,1 Lincoln,2111,Eating & Drinking,42.3529,-71.0587,Downtown Boston
State Street Financial Executive Dining,1 Lincoln,2111,Eating & Drinking,42.3529,-71.0587,Downtown Boston
State Street Provisions,255 State,2109,Eating & Drinking,42.3594,-71.0511,North End
Station Bistro & KTV,20 Hudson,2111,Eating & Drinking,42.3504,-71.06,No Details
Stats Bar & Grille,77 Dorchester,2127,Eating & Drinking,42.3358,-71.0453,South Boston
STEFANO'S PIZZA,863 Washington,2124,Eating & Drinking w/ Take Out,42.2816,-71.0713,Dorchester
STEPHANIE'S ON NEWBURY,190 Newbury,2116,Eating & Drinking,42.3502,-71.0796,Back Bay
Sterlings,60 State,2109,Eating & Drinking,42.3593,-71.0564,Downtown Boston
Stillwater,120 Kingston,2111,Eating & Drinking,42.3523,-71.0591,Downtown Boston
Stockyard,135 Market,2134,Eating & Drinking,42.3578,-71.1486,Brighton
Stop & Shop #412,1622 Tremont,2120,Eating & Drinking,42.3338,-71.1046,Mission Hill
Stop & Shop #413,1025 Truman,2136,Eating & Drinking,42.2425,-71.1273,Hyde Park
Stop & Shop Supermarket #075,301 Centre,2130,Eating & Drinking,42.3241,-71.1031,Jamaica Plain
Stop and Taste Pizza Grill,239 Dudley,2119,Eating & Drinking w/ Take Out,42.3284,-71.0797,Roxbury
Storyville,47 Huntington,2116,Eating & Drinking,42.3484,-71.0786,Back Bay
STREGA,379 Hanover,2113,Eating & Drinking,42.365,-71.0531,North End
Strip by Strega,64 Arlington,2116,Eating & Drinking,42.3507,-71.0699,Back Bay
Su Su Gourmet,70 Tyler,2111,Eating & Drinking,42.3492,-71.0612,No Details
Suasday,227 Hanover,2113,Eating & Drinking w/ Take Out,42.363,-71.0551,North End
Subway,11 Broadway,2127,Eating & Drinking w/ Take Out,42.3425,-71.0569,South Boston
Subway,1281 Hyde Park,2136,Eating & Drinking w/ Take Out,42.2553,-71.1245,Hyde Park
Subway,13 William C Kelly,2128,Eating & Drinking w/ Take Out,42.3746,-71.0388,East Boston
Subway,1576 Dorchester,2122,Eating & Drinking w/ Take Out,42.2971,-71.0605,Dorchester
Subway,1578 Tremont,2120,Eating & Drinking w/ Take Out,42.3332,-71.1026,Mission Hill
Subway,2195 Commonwealth,2135,Eating & Drinking w/ Take Out,42.3398,-71.1664,Chestnut Hill
Subway,260 Western,2134,Eating & Drinking w/ Take Out,42.3631,-71.1333,Allston
Subway,340 Longwood,2115,Eating & Drinking w/ Take Out,42.3383,-71.107,Fenway/Kenmore
Subway,390 Massachusetts,2115,Eating & Drinking w/ Take Out,42.3415,-71.0826,South End
Subway,401 Washington,2135,Eating & Drinking w/ Take Out,42.3494,-71.1553,Brighton
Subway,4238 Washington,2131,Eating & Drinking w/ Take Out,42.2859,-71.1283,Roslindale
Subway,875 William T Morrissey,2122,Eating & Drinking,42.2936,-71.0479,Dorchester
Subway,944 Bennington,2128,Eating & Drinking w/ Take Out,42.3862,-71.0095,East Boston
Subway,981 Tremont,2120,Eating & Drinking,42.3373,-71.0844,South End
Suffolk University 150 Tremont,150 Tremont,2111,Eating & Drinking w/ Take Out,42.3548,-71.0631,Beacon Hill
Suffolk University Sargent Hall,120 Tremont,2108,Eating & Drinking w/ Take Out,42.3568,-71.0613,Downtown Boston
Suffolk University Sawyer Cafe,8 Ashburton,2108,Eating & Drinking w/ Take Out,42.3589,-71.0618,Beacon Hill
Suffolk University Smith Cafe,20 Somerset,2108,Eating & Drinking w/ Take Out,42.3597,-71.0618,Beacon Hill
Sufra,52 Queensberry,2115,Eating & Drinking,42.3426,-71.0973,Fenway/Kenmore
Sugar Bowl Cafe LLC,857 Dorchester,2125,Eating & Drinking,42.3215,-71.057,Dorchester
sultana's bakery & cafe,1585 Commonwealth,2135,Eating & Drinking w/ Take Out,42.3443,-71.1431,Brighton
Summer Shack,50 Dalton,2115,Eating & Drinking,42.3471,-71.0856,Fenway/Kenmore
SUN PIZZA,46 Washington,2121,Eating & Drinking w/ Take Out,42.3072,-71.0821,Roxbury
Sunny Cafe,1000 Bennington,2128,Eating & Drinking w/ Take Out,42.3869,-71.0069,East Boston
Super Bien,525 Western,2135,Eating & Drinking w/ Take Out,42.3657,-71.1357,Brighton
Super Emoji,217 Newbury,2116,Eating & Drinking w/ Take Out,42.3501,-71.0814,Back Bay
Super Stop & Shop,1100 Massachusetts,2125,Eating & Drinking,42.3265,-71.0652,Dorchester
Super Stop & Shop #89,60 Everett,2135,Eating & Drinking,42.3565,-71.1392,Allston
Supreme House of Pizza,309 Old Colony,2127,Eating & Drinking w/ Take Out,42.3297,-71.0529,South Boston
Supreme Pizza,177 Massachusetts,2115,Eating & Drinking w/ Take Out,42.3458,-71.0873,Fenway/Kenmore
SUSAN BAILIS ASSISTED LIVING,352 Massachusetts,2115,Eating & Drinking,42.3421,-71.0835,Fenway/Kenmore
Sushi Kappo,84 Peterborough,2115,Eating & Drinking w/ Take Out,42.3431,-71.0991,Fenway/Kenmore
SUSHI TIME,417 Washington,2108,Eating & Drinking w/ Take Out,42.3558,-71.0604,Downtown Boston
Sushi Today,1562 Tremont,2120,Eating & Drinking,42.3329,-71.1017,Mission Hill
Suya Joint,185 Dudley,2119,Eating & Drinking,42.3283,-71.082,Roxbury
Sweet Boba,9 William C Kelly,2128,Eating & Drinking w/ Take Out,42.3745,-71.0388,East Boston
Sweet Cheeks,144 Brookline,2215,Eating & Drinking,42.3444,-71.1011,Fenway/Kenmore
Sweet Cheeks/Fool's Errand,144 Brookline,2215,Eating & Drinking,42.3444,-71.1011,Fenway/Kenmore
Sweet Kingdom,145 Harvard,2134,Eating & Drinking w/ Take Out,42.3521,-71.1321,Allston
Sweet Kingdom,15 Beach,2111,Eating & Drinking w/ Take Out,42.3514,-71.0623,No Details
Sweet Life Bakery and Cafe,2243 Dorchester,2124,Eating & Drinking,42.2738,-71.0679,Dorchester
Sweet Rice,695 Centre,2130,Eating & Drinking,42.3118,-71.1145,Jamaica Plain
Sweet Waffles & Boba,18 Hudson,2111,Eating & Drinking w/ Take Out,42.3505,-71.06,No Details
Sweetgreen,15 School,2108,Eating & Drinking,42.3576,-71.0588,Downtown Boston
Sweetgreen,225 Franklin,2110,Eating & Drinking,42.3561,-71.0541,Downtown Boston
Sweetgreen,296 Cambridge,2114,Eating & Drinking,42.3609,-71.0684,Beacon Hill
Sweetgreen,350 Longwood,2115,Eating & Drinking,42.3391,-71.1081,Fenway/Kenmore
Sweetgreen,364 Congress,2210,Eating & Drinking,42.3502,-71.0479,South Boston
Sweetgreen,60 State,2109,Eating & Drinking,42.3593,-71.0564,Downtown Boston
Sweetgreen,659 Boylston,2116,Eating & Drinking,42.35,-71.0786,Back Bay
Sweetgreen,800 Boylston,2199,Eating & Drinking w/ Take Out,42.3473,-71.0815,Back Bay
Sweetgreen,87 Summer,2110,Eating & Drinking,42.3538,-71.0586,Downtown Boston
Swiss Bakers,168 Western,2134,Eating & Drinking,42.363,-71.1285,Allston
SYMPHONY SUSHI,45 Gainsborough,2115,Eating & Drinking,42.342,-71.0871,Fenway/Kenmore
Taco Bell,449 Broadway,2127,Eating & Drinking w/ Take Out,42.3359,-71.0468,South Boston
Taco Bell,74 Summer,2110,Eating & Drinking,42.3541,-71.0583,Downtown Boston
Taco Bell # 29265,1560 VFW,2132,Eating & Drinking w/ Take Out,42.2667,-71.1686,Roxbury
TACO MEX,65 Maverick,2128,Eating & Drinking w/ Take Out,42.3697,-71.0387,East Boston
TAIWAN CAFE,34 Oxford,2111,Eating & Drinking,42.3515,-71.0602,No Details
TALK AND WOK CAFE,1277 River,2136,Eating & Drinking,42.256,-71.1243,Hyde Park
TANGIERINO/The Boston Cigar Club,83 Main,2129,Eating & Drinking,42.3739,-71.0627,Charlestown
Taqueria,2297 Dorchester,2124,Eating & Drinking,42.2724,-71.0682,Dorchester
Taqueria El Barrio,201 Brookline,2215,Eating & Drinking w/ Take Out,42.3446,-71.1022,Fenway/Kenmore
TAQUERIA EL CARRIZAL,248 Brighton,2134,Eating & Drinking,42.3533,-71.1367,Allston
TAQUERIA JALISCO,291 Bennington,2128,Eating & Drinking w/ Take Out,42.3787,-71.0282,East Boston
Tarboosh Pizza & Grill,2 Brighton,2134,Eating & Drinking w/ Take Out,42.352,-71.1262,Allston
Target Pizza,5200 Washington,2132,Eating & Drinking w/ Take Out,42.2611,-71.1568,Roxbury
TASCA RESTAURANT,1612 Commonwealth,2135,Eating & Drinking,42.3433,-71.1427,Brighton
Taste of Eden,38 Norfolk,2124,Eating & Drinking w/ Take Out,42.2892,-71.0728,Dorchester
Tasty BBQ,417 Washington,2108,Eating & Drinking w/ Take Out,42.3558,-71.0604,Downtown Boston
Tasty Burger,1301 Boylston,2215,Eating & Drinking,42.3447,-71.0983,Fenway/Kenmore
Tasty Burger 6,48 Winter,2108,Eating & Drinking,42.3559,-71.0619,Downtown Boston
Tasty Burger Back Bay,145 Dartmouth,2116,Eating & Drinking,42.3474,-71.0748,South End
